class,feature,mean_abs_shap,rank
thermal_anomaly,rule_pred_battery_degradation,6.37063050061724e-05,57
thermal_anomaly,rule_pred_thermal_anomaly,0.00320340553672563,13
thermal_anomaly,rule_pred_reaction_wheel_degradation,0.00011203827426410635,55
thermal_anomaly,rule_pred_battery_voltage_sensor_drift,0.012956385976023272,6
thermal_anomaly,rule_pred_telemetry_dropout,0.0016988759925570395,34
thermal_anomaly,physics_detected,0.007028017050812742,8
thermal_anomaly,physics_confidence,0.005669968566253025,9
thermal_anomaly,physics_pred_solar_array_degradation,0.0015441478989309994,36
thermal_anomaly,physics_pred_battery_degradation,0.0002644329243749826,47
thermal_anomaly,physics_pred_thermal_anomaly,0.03869985590097298,5
thermal_anomaly,physics_pred_reaction_wheel_degradation,0.009568617266228652,7
thermal_anomaly,physics_pred_battery_voltage_sensor_drift,0.0006885515283918437,41
thermal_anomaly,physics_pred_telemetry_dropout,0.0028977891456328543,16
thermal_anomaly,ml_power_ratio,0.0027723796595027607,18
thermal_anomaly,ml_battery_ratio,0.003387311511890987,12
thermal_anomaly,ml_thermal_ratio,0.0034279199891963773,11
thermal_anomaly,ml_wheel_ratio,0.001752150968273882,31
thermal_anomaly,ml_max_ratio,0.002777499435938878,17
thermal_anomaly,ml_persistent_anomaly,0.0004555497571256684,42
thermal_anomaly,missing_battery_soc_measured,0.0018861325341117967,29
thermal_anomaly,missing_battery_voltage_measured,0.002226199013936763,22
thermal_anomaly,missing_battery_current_measured,0.00223946536560833,21
thermal_anomaly,missing_battery_temp_measured,0.002149195251769758,26
thermal_anomaly,missing_electronics_temp_measured,0.002159682597127726,25
thermal_anomaly,missing_wheel_speed_measured,0.0013484348375020776,39
thermal_anomaly,missing_wheel_current_measured,0.0020229920891416744,28
thermal_anomaly,missing_wheel_temp_measured,0.0021814525750864034,24
thermal_anomaly,missing_count,0.001514750388947185,38
