true_label,predicted_label,baseline_probability,top5_ablated_probability,random5_ablated_probability,top5_probability_drop,random5_probability_drop,top5_larger_drop,top5_prediction_flip,random5_prediction_flip
solar_array_degradation,solar_array_degradation,0.7597970270480856,0.1276144723203778,0.7193404911001209,0.6321825547277078,0.04045653594796472,True,True,False
solar_array_degradation,solar_array_degradation,0.8637359690561665,0.14867892522304077,0.8619586469231971,0.7150570438331256,0.0017773221329693278,True,True,False
solar_array_degradation,solar_array_degradation,0.7679286361438301,0.13142899493576318,0.720396072328596,0.6364996412080669,0.047532563815234075,True,True,False
solar_array_degradation,solar_array_degradation,0.8809705472262577,0.1336045409490789,0.8781070657298898,0.7473660062771788,0.0028634814963678368,True,True,False
solar_array_degradation,solar_array_degradation,0.725663711585826,0.11052767420361473,0.7133222181283598,0.6151360373822112,0.012341493457466157,True,True,False
solar_array_degradation,solar_array_degradation,0.7456287285193789,0.11293608445104282,0.6820302857835636,0.632692644068336,0.06359844273581527,True,True,False
solar_array_degradation,solar_array_degradation,0.8272136664084795,0.13329846292236194,0.7702259101746408,0.6939152034861176,0.05698775623383867,True,True,False
solar_array_degradation,solar_array_degradation,0.8866991716033559,0.13782149050940107,0.822800980873062,0.7488776810939548,0.0638981907302939,True,True,False
solar_array_degradation,solar_array_degradation,0.8246980875339489,0.13592350239788112,0.651897006570903,0.6887745851360678,0.17280108096304592,True,True,False
solar_array_degradation,solar_array_degradation,0.7159602925313711,0.11050708717043944,0.7267011243320319,0.6054532053609316,-0.010740831800660877,True,True,False
solar_array_degradation,solar_array_degradation,0.8603511221389868,0.13991446377174468,0.8586298407419701,0.7204366583672421,0.0017212813970166607,True,True,False
solar_array_degradation,solar_array_degradation,0.7473600722888523,0.1205069842684408,0.711022491321609,0.6268530880204115,0.036337580967243266,True,True,False
