dataset,time_h,innovation_v,soc_estimated,voltage_predicted_v,voltage_measured_v
battery_degradation,5.633333333333334,-0.078544484308118,0.9099557070773943,29.64962049966231,29.57107601535419
battery_degradation,5.65,-0.10952711127812975,0.90105692797132,29.617890168898906,29.508363057620777
battery_degradation,5.666666666666667,-0.03479650243038179,0.8945214293716753,29.582426247544802,29.54762974511442
battery_degradation,5.683333333333334,-0.11887053036972617,0.8854072903917768,29.556457120530066,29.43758659016034
battery_degradation,5.7,-0.08463486061125636,0.8773536607468844,29.519972030391095,29.43533716977984
battery_degradation,5.716666666666667,-0.04361861827130653,0.8706439668664587,29.48801687189087,29.444398253619564
battery_degradation,5.733333333333333,-0.08085630679595823,0.8628374772759377,29.46143595814667,29.38057965135071
battery_degradation,5.75,-0.13397559399911785,0.8534666886605385,29.430578925469337,29.29660333147022
battery_degradation,5.766666666666667,-0.056675517663499875,0.8465360729325486,29.39321401916815,29.33653850150465
battery_degradation,5.783333333333333,-0.09755924327199139,0.8384027321821376,29.36578050895331,29.26822126568132
battery_degradation,5.8,-0.07948019834648434,0.8308901080075325,29.333474824737756,29.253994626391272
battery_degradation,5.816666666666666,-0.09858359506648284,0.8228169061412688,29.303564982854972,29.20498138778849
battery_degradation,5.833333333333333,-0.05230062401058433,0.8162189794971033,29.271399919388543,29.21909929537796
battery_degradation,5.85,-0.12682122852515576,0.807353984176446,29.245235669034344,29.118414440509188
battery_degradation,5.866666666666666,-0.05684956711361977,0.8006550360322824,29.20971158256724,29.15286201545362
battery_degradation,5.883333333333334,-0.08712929432251215,0.7930022161424146,29.18287740866269,29.09574811434018
battery_degradation,5.9,-0.11324642067366852,0.7845440005167891,29.152302407268078,29.03905598659441
battery_degradation,5.916666666666667,-0.04697763239731145,0.7781152721546734,29.11832109785057,29.071343465453257
battery_degradation,5.933333333333334,-0.05544951075512472,0.7713958912380904,29.092500359783138,29.037050849028013
battery_degradation,5.95,-0.08488338989872801,0.7637191329940839,29.06546492102567,28.98058153112694
battery_degradation,5.966666666666667,-0.1267588359879852,0.7546789110925641,29.034527593828006,28.90776875784002
battery_degradation,5.983333333333333,-0.14119590831223405,0.745137859420828,28.998164273494503,28.85696836518227
battery_degradation,6.0,-0.03187978969454974,0.7478576418845189,28.99540726564709,28.96352747595254
