time_s,time_h,battery_temp_c,electronics_temp_c,battery_soc_percent,in_sunlight
42180.0,11.716666666666667,25.7995190984402,26.095676708466378,90.40592635857907,0
42240.0,11.733333333333333,25.800242897888598,26.086327118180282,89.87890517730473,0
42300.0,11.75,25.800123449003117,26.07663650123484,89.3580718439714,0
42360.0,11.766666666666667,25.799173353731625,26.066607585843325,88.84342635857907,0
42420.0,11.783333333333333,25.79744322124581,26.056261251870428,88.33469828248013,0
42480.0,11.8,25.795018294336906,26.04563559135088,87.83135855784599,0
42540.0,11.816666666666666,25.792013882722983,26.03478421696912,87.33264263003281,0
42600.0,11.833333333333334,25.788569960942866,26.023773892425798,86.8375838622883,0
42660.0,11.85,25.784845240946943,26.012681588253802,86.34505578241614,0
42720.0,11.866666666666667,25.781010954860946,26.001591091757035,85.85382131501638,0
42780.0,11.883333333333333,25.777244501957473,25.990589319232242,85.36258684761663,0
42840.0,11.9,25.773723045605163,25.979762491645793,84.87005876774447,0
42900.0,11.916666666666666,25.770617106852082,25.969192340905057,84.37499999999994,0
42960.0,11.933333333333334,25.768084200353677,25.95895251252686,83.87628407218678,0
43020.0,11.95,25.76626259597654,25.94910532192206,83.37294434755262,0
43080.0,11.966666666666667,25.765265357305875,25.939699006060533,82.86421627145369,0
43140.0,11.983333333333333,25.76517489098414,25.93076559063041,82.34957078606136,0
43200.0,12.0,25.76531936637746,25.93831946590537,82.72159459558517,1
43260.0,12.016666666666667,25.76499604382751,25.94622873355976,83.08929903414327,1
43320.0,12.033333333333333,25.76424066380012,25.954472376977435,83.45294543735125,1
43380.0,12.05,25.76311283918707,25.9630121684662,83.81304470132278,1
43440.0,12.066666666666666,25.761692689027914,25.971794360769426,84.1703342487858,1
43500.0,12.083333333333334,25.76007699618637,25.98075205669084,84.52574474655987,1
43560.0,12.1,25.758375109638965,25.9898081532699,84.88035803413348,1
43620.0,12.116666666666667,25.75670472928278,25.99887873183448,85.23535810886976,1
43680.0,12.133333333333333,25.75518762899162,26.00787674577054,85.59197731846623,1
43740.0,12.15,25.753945311276848,26.016715844836966,85.95144012235815,1
43800.0,12.166666666666666,25.753094558885095,26.02531416888584,86.3149068915526,1
43860.0,12.183333333333334,25.752742862120325,26.033597945185708,86.68342021619354,1
43920.0,12.2,25.752983753941614,26.041504732128807,87.05785608198632,1
43980.0,12.216666666666667,25.75389216770088,26.048986167557928,87.4388820651759,1
44040.0,12.233333333333333,25.75552002768535,26.0560101015991,87.82692439030929,1
44100.0,12.25,25.75789236961652,26.062562020786306,88.22214530886305,1
44160.0,12.266666666666667,25.7610043461899,26.06864570123838,88.62443180685374,1
44220.0,12.283333333333333,25.76481948480639,26.07428306234232,89.0333961554307,1
44280.0,12.3,25.769269521209424,26.079513227338996,89.44838830176873,1
44340.0,12.316666666666666,25.774256033371795,26.084390831869328,89.86851958090938,1
44400.0,12.333333333333334,25.77965395389714,26.088983654406803,90.29269673512056,1
44460.0,12.35,25.7853168640573,26.09336967213896,90.71966477744576,1
44520.0,12.366666666666667,25.791083791729104,26.09763367097111,91.14805685005544,1
44580.0,12.383333333333333,25.79678707424928,26.101863557812603,91.57644892266512,1
44640.0,12.4,25.802260728774957,26.10614653631751,92.00341696499031,1
44700.0,12.416666666666666,25.807348714415127,26.1105653132194,92.4275941192015,1
44760.0,12.433333333333334,25.811912480770765,26.11519450106269,92.84772539834213,1
44820.0,12.45,25.81583727508977,26.1200973745496,93.26271754468019,1
44880.0,12.466666666666667,25.81903681371282,26.12532312226705,93.67168189325714,1
44940.0,12.483333333333333,25.821456093642503,26.13090471390728,94.07396839124782,1
45000.0,12.5,25.823072302914788,26.136857476196024,94.46918930980158,1
45060.0,12.516666666666667,25.82389395907612,26.143178439768093,94.85723163493495,1
45120.0,12.533333333333333,25.8239585415839,26.1498464855361,95.23825761812455,1
45180.0,12.55,25.82332897085819,26.156823284156395,95.61269348391733,1
45240.0,12.566666666666666,25.822089317161016,26.1640549875341,95.98120680855826,1
45300.0,12.583333333333334,25.820340099014643,26.171474598441396,96.3446735777527,1
45360.0,12.6,25.818193464627495,26.179004914686455,96.70413638164462,1
45420.0,12.616666666666667,25.81576845825683,26.1865619191597,97.0607555912411,1
45480.0,12.633333333333333,25.81318647715351,26.19405846759716,97.41575566597737,1
45540.0,12.65,25.810566943595518,26.201408112888974,97.77036895355099,1
45600.0,12.666666666666666,25.808023166197522,26.208528898793432,98.12577945132504,1
45660.0,12.683333333333334,25.805658353889285,26.215346957254038,98.4830689987881,1
45720.0,12.7,25.80356177494469,26.22179975210059,98.84316826275963,1
45780.0,12.716666666666667,25.801805114085347,26.227838827369936,99.20681466596761,1
45840.0,12.733333333333333,25.8004391580388,26.23343194013261,99.5745191045257,1
45900.0,12.75,25.79949101508078,26.23856448461155,99.94654291404952,1
